Peptides,GO-term,Name
1,GO:0044201,host cell nuclear inner membrane
1,GO:0001674,female germ cell nucleus
1,GO:0061702,inflammasome complex
1,GO:0098993,anchored component of synaptic vesicle membrane
1,GO:0045170,spectrosome
1,GO:0030893,meiotic cohesin complex
1,GO:0000802,transverse filament
1,GO:0097504,Gemini of coiled bodies
1,GO:0000331,contractile vacuole
1,GO:0033018,sarcoplasmic reticulum lumen
1,GO:0031528,microvillus membrane
1,GO:0034686,integrin alphav-beta8 complex
1,GO:0034685,integrin alphav-beta6 complex
1,GO:0034684,integrin alphav-beta5 complex
1,GO:0034683,integrin alphav-beta3 complex
1,GO:0035867,alphav-beta3 integrin-IGF-1-IGF1R complex
1,GO:0035868,alphav-beta3 integrin-HMGB1 complex
1,GO:0014701,junctional sarcoplasmic reticulum membrane
1,GO:0005917,nephrocyte diaphragm
1,GO:0060187,cell pole
1,GO:0032127,dense core granule membrane
1,GO:0070732,spindle envelope
1,GO:0033269,internode region of axon
1,GO:0035792,host cell postsynaptic membrane
1,GO:0070176,DRM complex
1,GO:0031466,Cul5-RING ubiquitin ligase complex
1,GO:0005899,insulin receptor complex
1,GO:0032010,phagolysosome
1,GO:0005950,anthranilate synthase complex
1,GO:0035618,root hair
1,GO:0097482,muscle cell postsynaptic specialization
1,GO:1990005,granular vesicle
1,GO:0033062,Rhp55-Rhp57 complex
1,GO:0020030,infected host cell surface knob
1,GO:0016528,sarcoplasm
1,GO:0030478,actin cap
1,GO:0045009,chitosome
1,GO:0097512,cardiac myofibril
1,GO:0044169,host cell rough endoplasmic reticulum membrane
1,GO:0044155,host caveola
1,GO:0033257,Bcl3/NF-kappaB2 complex
1,GO:0044609,DBIRD complex
1,GO:0043203,axon hillock
1,GO:0070319,Golgi to plasma membrane transport vesicle
1,GO:0032174,cellular bud neck septin collar
1,GO:0034973,Sid2-Mob1 complex
1,GO:0099699,integral component of synaptic membrane
1,GO:0035749,myelin sheath adaxonal region
1,GO:0032116,SMC loading complex
1,GO:0005863,striated muscle myosin thick filament
1,GO:0030684,preribosome
1,GO:0001652,granular component
1,GO:1904564,Nbp35-Cfd1 ATPase complex
1,GO:0097149,centralspindlin complex
1,GO:1990635,proximal dendrite
1,GO:0034718,SMN-Gemin2 complex
1,GO:0016222,procollagen-proline 4-dioxygenase complex
1,GO:0042646,plastid nucleoid
1,GO:0097129,cyclin D2-CDK4 complex
1,GO:0043073,germ cell nucleus
1,GO:0005703,polytene chromosome puff
1,GO:0097229,sperm end piece
1,GO:0098871,postsynaptic actin cytoskeleton
1,GO:1990761,growth cone lamellipodium
1,GO:0044326,dendritic spine neck
1,GO:0030670,phagocytic vesicle membrane
1,GO:0035805,egg coat
1,GO:0070939,Dsl1/NZR complex
1,GO:0030658,transport vesicle membrane
1,GO:0009532,plastid stroma
1,GO:0032998,Fc-epsilon receptor I complex
1,GO:0009528,plastid inner membrane
1,GO:0031972,chloroplast intermembrane space
1,GO:0044697,HICS complex
1,GO:0000142,cellular bud neck contractile ring
1,GO:0035974,meiotic spindle pole body
1,GO:0062157,mitochondrial ATP-gated potassium channel complex
1,GO:0061671,Cbp3p-Cbp6 complex
1,GO:0034673,inhibin-betaglycan-ActRII complex
1,GO:0098845,postsynaptic endosome
1,GO:0061927,TOC-TIC supercomplex I
1,GO:0009531,secondary cell wall
1,GO:0032126,eisosome
1,GO:0045172,germline ring canal
1,GO:0009543,chloroplast thylakoid lumen
1,GO:0036406,anchored component of periplasmic side of cell outer membrane
1,GO:0033165,interphotoreceptor matrix
1,GO:1990907,beta-catenin-TCF complex
1,GO:0070032,synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex
1,GO:0031934,mating-type region heterochromatin
1,GO:1990707,nuclear subtelomeric heterochromatin
1,GO:0062130,adhesive extracellular matrix
1,GO:0045120,pronucleus
1,GO:0031257,cell trailing edge membrane
1,GO:0002081,outer acrosomal membrane
1,GO:0002079,inner acrosomal membrane
1,GO:0097452,GAIT complex
1,GO:0070937,CRD-mediated mRNA stability complex
1,GO:1990124,messenger ribonucleoprotein complex
1,GO:0071598,neuronal ribonucleoprotein granule
1,GO:0031045,dense core granule
1,GO:0036186,early phagosome membrane
1,GO:0061474,phagolysosome membrane
1,GO:0039622,T=16 icosahedral viral capsid
1,GO:0098021,"viral capsid, decoration"
1,GO:0071914,prominosome
1,GO:0000446,nucleoplasmic THO complex
1,GO:0005780,extrinsic component of intraperoxisomal membrane
1,GO:0045273,respiratory chain complex II
1,GO:0035838,growing cell tip
1,GO:0030993,axonemal heterotrimeric kinesin-II complex
1,GO:0061638,CENP-A containing chromatin
1,GO:1990047,spindle matrix
1,GO:0070090,metaphase plate
1,GO:1990234,transferase complex
1,GO:0070725,Yb body
1,GO:0017117,single-stranded DNA-dependent ATP-dependent DNA helicase complex
1,GO:0043528,tRNA (m2G10) methyltransferase complex
1,GO:0150056,amylin receptor complex 1
1,GO:1990406,CGRP receptor complex
1,GO:0005796,Golgi lumen
1,GO:0042567,insulin-like growth factor ternary complex
1,GO:0044530,supraspliceosomal complex
1,GO:1990303,UBR1-RAD6 ubiquitin ligase complex
1,GO:0005725,intercalary heterochromatin
1,GO:0005945,6-phosphofructokinase complex
1,GO:0045271,respiratory chain complex I
1,GO:0009526,plastid envelope
1,GO:0042022,interleukin-12 receptor complex
1,GO:0072536,interleukin-23 receptor complex
1,GO:0043592,exosporium
1,GO:0036502,Derlin-1-VIMP complex
1,GO:0042764,ascospore-type prospore
1,GO:1990860,Pho85-Pho80 CDK-cyclin complex
1,GO:0031942,i-AAA complex
1,GO:1990873,intrinsic component of plasma membrane of cell tip
1,GO:0032178,medial membrane band
1,GO:0035839,non-growing cell tip
1,GO:0035842,old cell tip after activation of bipolar cell growth
1,GO:0005731,nucleolus organizer region
1,GO:0031264,death-inducing signaling complex
1,GO:0035692,macrophage migration inhibitory factor receptor complex
1,GO:0034657,GID complex
1,GO:0101031,chaperone complex
1,GO:0070876,SOSS complex
1,GO:1990811,MWP complex
1,GO:0097587,MutLgamma complex
1,GO:0032390,MutLbeta complex
1,GO:0005715,late recombination nodule
1,GO:1990421,nuclear subtelomeric heterochromatin
1,GO:0097208,alveolar lamellar body
1,GO:0140261,BCOR complex
1,GO:0001400,mating projection base
1,GO:0061645,endocytic patch
1,GO:0032936,SREBP-SCAP complex
1,GO:0034702,ion channel complex
1,GO:0001740,Barr body
1,GO:0044545,NSL complex
1,GO:0042629,mast cell granule
1,GO:0044798,nuclear transcription factor complex
1,GO:0005701,polytene chromosome chromocenter
1,GO:0000133,polarisome
1,GO:0097637,integral component of autophagosome membrane
1,GO:1902937,inward rectifier potassium channel complex
1,GO:1990712,HFE-transferrin receptor complex
1,GO:0080085,"signal recognition particle, chloroplast targeting"
1,GO:0098549,somatic ring canal
1,GO:0035323,male germline ring canal
1,GO:0035324,female germline ring canal
1,GO:0098894,extrinsic component of presynaptic endocytic zone membrane
1,GO:0000801,central element
1,GO:0042824,MHC class I peptide loading complex
1,GO:1990716,axonemal central apparatus
1,GO:0031680,G-protein beta/gamma-subunit complex
1,GO:0120171,Cdc24p-Far1p-Gbetagamma complex
1,GO:0071665,gamma-catenin-TCF7L2 complex
1,GO:0010330,cellulose synthase complex
1,GO:1990851,Wnt-Frizzled-LRP5/6 complex
1,GO:0071547,piP-body
1,GO:0031520,plasma membrane of cell tip
1,GO:0099026,anchored component of presynaptic membrane
1,GO:0048189,Lid2 complex
1,GO:0000791,euchromatin
1,GO:0031094,platelet dense tubular network
1,GO:0044300,cerebellar mossy fiber
1,GO:0031143,pseudopodium
1,GO:0097443,sorting endosome
1,GO:0039679,viral occlusion body
1,GO:0005946,"alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)"
1,GO:0036019,endolysosome
