Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 323_T2_trypsin,Area 323_T2_trypsin,#Peptides,#Unique,#Spec 323_T2_trypsin,PTM,Avg. Mass,Description
324,8722,Thalassiosira_weissflogii_0201829064,23.24,1,1,2.9E5,1,1,1,,139051,Thalassiosira_weissflogii_0201829064
324,97874,Thalassiosira_weissflogii_0203627898,23.24,1,1,2.9E5,1,1,1,,115216,Thalassiosira_weissflogii_0203627898
324,25229,Thalassiosira_weissflogii_0203474666,23.24,1,1,2.9E5,1,1,1,,130650,Thalassiosira_weissflogii_0203474666
324,126218,Thalassiosira_weissflogii_0203228748,23.24,1,1,2.9E5,1,1,1,,119137,Thalassiosira_weissflogii_0203228748
324,25228,Thalassiosira_weissflogii_0203198916,23.24,1,1,2.9E5,1,1,1,,130047,Thalassiosira_weissflogii_0203198916
324,210019,Thalassiosira_weissflogii_0201768586,23.24,1,1,2.9E5,1,1,1,,142004,Thalassiosira_weissflogii_0201768586
324,61809,Thalassiosira_weissflogii_0203350848,23.24,1,1,2.9E5,1,1,1,,120388,Thalassiosira_weissflogii_0203350848
324,45890,Thalassiosira_weissflogii_0203319952,23.24,1,1,2.9E5,1,1,1,,122615,Thalassiosira_weissflogii_0203319952
324,111638,Thalassiosira_weissflogii_0201861670,23.24,1,1,2.9E5,1,1,1,,115659,Thalassiosira_weissflogii_0201861670
324,8723,Thalassiosira_weissflogii_0203381466,23.24,1,1,2.9E5,1,1,1,,138682,Thalassiosira_weissflogii_0203381466
324,210020,Thalassiosira_weissflogii_0203169922,23.24,1,1,2.9E5,1,1,1,,107265,Thalassiosira_weissflogii_0203169922
324,25224,Thalassiosira_weissflogii_0203258762,23.24,1,1,2.9E5,1,1,1,,110908,Thalassiosira_weissflogii_0203258762
324,97875,Thalassiosira_weissflogii_0203568296,23.24,1,1,2.9E5,1,1,1,,121863,Thalassiosira_weissflogii_0203568296
324,195707,Thalassiosira_weissflogii_0203596840,23.24,1,1,2.9E5,1,1,1,,108256,Thalassiosira_weissflogii_0203596840
181,201181,Thalassiosira_weissflogii_0203576174,23.06,4,4,2.1E6,1,1,1,Deamidation (NQ),31594,Thalassiosira_weissflogii_0203576174
572,570,Thalassiosira_weissflogii_0171392854,22.84,3,3,1.83E5,1,1,1,,49088,Thalassiosira_weissflogii_0171392854
313,3829,Thalassiosira_weissflogii_0203138130,22.79,1,1,9.53E4,1,1,1,,144375,Thalassiosira_weissflogii_0203138130
314,39287,Thalassiosira_weissflogii_0203329908,22.65,5,5,1.93E5,1,1,1,,16772,Thalassiosira_weissflogii_0203329908
842,4167,Thalassiosira_weissflogii_0171388296,22.50,1,1,1.77E5,1,1,1,Oxidation (M),108269,Thalassiosira_weissflogii_0171388296
541,21955,Thalassiosira_weissflogii_0203477776,22.48,0,0,2.62E5,1,1,1,,179486,Thalassiosira_weissflogii_0203477776
541,21956,Thalassiosira_weissflogii_0171357672,22.48,0,0,2.62E5,1,1,1,,185244,Thalassiosira_weissflogii_0171357672
541,21957,Thalassiosira_weissflogii_0203105670,22.48,0,0,2.62E5,1,1,1,,185675,Thalassiosira_weissflogii_0203105670
541,21417,Thalassiosira_weissflogii_0203170826,22.48,0,0,2.62E5,1,1,1,,190892,Thalassiosira_weissflogii_0203170826
541,210524,Thalassiosira_weissflogii_0203383886,22.48,1,1,2.62E5,1,1,1,,85659,Thalassiosira_weissflogii_0203383886
541,210525,Thalassiosira_weissflogii_0203414326,22.48,1,1,2.62E5,1,1,1,,85953,Thalassiosira_weissflogii_0203414326
541,21954,Thalassiosira_weissflogii_0203137878,22.48,1,1,2.62E5,1,1,1,,137158,Thalassiosira_weissflogii_0203137878
661,42401,Thalassiosira_weissflogii_0203109368,22.38,1,1,8.5E5,1,1,1,,114894,Thalassiosira_weissflogii_0203109368
661,42402,Thalassiosira_weissflogii_0201799416,22.38,1,1,8.5E5,1,1,1,,119850,Thalassiosira_weissflogii_0201799416
661,40732,Thalassiosira_weissflogii_0203292208,22.38,1,1,8.5E5,1,1,1,,133478,Thalassiosira_weissflogii_0203292208
661,24130,Thalassiosira_weissflogii_0201770388,22.38,1,1,8.5E5,1,1,1,,134774,Thalassiosira_weissflogii_0201770388
661,42032,Thalassiosira_weissflogii_0203352692,22.38,1,1,8.5E5,1,1,1,,135470,Thalassiosira_weissflogii_0203352692
661,42033,Thalassiosira_weissflogii_0203492058,22.38,1,1,8.5E5,1,1,1,,135533,Thalassiosira_weissflogii_0203492058
