ID,Alignments,SpecCounts,Unique,Coverage,Description,,,,,,,,,,,,
Thalassiosira_weissflogii_0171400684,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203447790,1,1,0,0.019,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203177464,1,1,0,0.02,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203117354,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201860448,8,9,0,0.121,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201864560,1,1,0,0.02,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203578210,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203396252,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201825352,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203630836,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203332506,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201770182,1,1,0,0.02,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203539370,1,1,0,0.02,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203322900,1,1,0,0.02,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171433046,1,1,0,0.024,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203538338,1,1,0,0.024,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171387458,1,1,0,0.021,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203229440,1,1,0,0.021,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171354372,1,1,0,0.024,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203285006,1,1,0,0.025,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203237250,1,1,0,0.025,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203179522,1,1,0,0.025,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203166346,1,1,0,0.025,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203183518,1,1,0,0.022,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203453816,1,1,0,0.026,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203598234,1,1,0,0.022,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171348692,4,7,0,0.089,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171356982,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203136054,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203096078,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203413268,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203628430,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203212436,1,1,0,0.023,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171423018,1,1,0,0.028,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203580532,1,2,0,0.025,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203391506,1,2,0,0.025,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203319814,8,16,0,0.083,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203456088,1,1,0,0.03,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203084810,1,1,0,0.026,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203258860,8,16,0,0.086,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203454798,1,2,0,0.027,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203417438,1,2,0,0.028,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203235074,1,1,0,0.028,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203518536,1,1,0,0.033,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203546162,8,16,0,0.094,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171425048,1,1,0,0.033,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203386012,1,1,0,0.034,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203265014,4,4,0,0.127,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203291566,1,1,0,0.029,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203172898,5,6,0,0.103,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203178556,1,1,0,0.03,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203262304,1,1,0,0.03,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203203762,1,1,0,0.035,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203383282,1,1,0,0.03,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201773708,1,1,0,0.036,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203243274,1,1,0,0.037,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203548706,1,2,0,0.032,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203425620,4,4,0,0.142,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203502308,1,1,0,0.038,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171338042,1,1,0,0.035,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203622760,1,1,0,0.036,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171353016,1,1,0,0.036,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201813222,1,1,0,0.048,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203132844,1,1,0,0.043,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201832964,1,1,0,0.043,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201854910,1,1,0,0.044,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201770892,1,1,0,0.044,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171396472,1,1,0,0.038,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203609088,1,1,0,0.045,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203541550,1,1,0,0.04,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171339844,1,1,0,0.047,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203129214,1,1,0,0.041,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203268494,1,1,0,0.041,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203162778,1,1,0,0.05,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203180712,1,1,0,0.044,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203222970,1,1,0,0.062,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203429492,1,1,0,0.061,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201764820,1,2,0,0.061,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203587696,1,1,0,0.061,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203152572,5,6,0,0.194,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203110824,3,3,0,0.188,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203268246,1,1,0,0.063,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203215690,1,2,0,0.064,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203264230,1,1,0,0.086,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171441468,1,2,0,0.065,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203287482,1,2,0,0.121,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203203280,1,1,0,0.08,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171438116,1,1,0,0.069,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203159890,1,1,0,0.07,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201745364,1,1,0,0.093,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201785258,1,1,0,0.071,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203411192,1,1,0,0.074,,,,,,,,,,,,,
Thalassiosira_weissflogii_0171366098,1,2,0,0.074,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203130476,1,1,0,0.074,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203169582,1,1,0,0.088,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201745788,1,1,0,0.088,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201765508,1,1,0,0.075,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203165070,1,1,0,0.078,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203345372,1,1,0,0.08,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201766952,1,1,0,0.081,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203257554,1,1,0,0.082,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203451804,1,1,0,0.083,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203103090,1,1,0,0.083,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201760888,1,2,0,0.085,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203586380,1,1,0,0.085,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201828296,1,1,0,0.087,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203565264,1,1,0,0.101,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203140794,2,2,0,0.164,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203226722,1,2,0,0.169,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203455236,8,16,0,0.312,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201843182,1,2,0,0.095,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203227790,1,1,0,0.097,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203358894,3,3,0,0.3,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203265334,3,8,0,0.153,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203140810,1,1,0,0.121,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203096504,1,1,0,0.109,,,,,,,,,,,,,
Thalassiosira_weissflogii_0201822014,2,2,0,0.204,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203282320,1,1,0,0.13,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203134984,1,1,0,0.118,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203163228,1,1,0,0.118,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203365792,7,15,0,0.271,,,,,,,,,,,,,
Thalassiosira_weissflogii_0203540572,1,2,0,0.171,,,,,,,,,,,,,
tr|A0A089VQA3|A0A089VQA3_THAWE,1,1,0,0.014,Ribulose,bisphosphate,carboxylase,large,chain,OS=Thalassiosira,weissflogii,OX=1577725,GN=rbcL,PE=3,SV=1,,
tr|A0A089VIJ5|A0A089VIJ5_THAWE,1,1,0,0.011,Photosystem,I,P700,chlorophyll,a,apoprotein,A2,OS=Thalassiosira,weissflogii,OX=1577725,GN=psaB,PE=3,SV=1
tr|A0A089VKI3|A0A089VKI3_THAWE,1,1,0,0.028,Photosystem,II,D2,protein,OS=Thalassiosira,weissflogii,OX=1577725,GN=psbD,PE=3,SV=1,,,
tr|A8DP72|A8DP72_THAWE,1,1,0,0.015,Ribulose,bisphosphate,carboxylase,large,chain,(Fragment),OS=Thalassiosira,weissflogii,OX=1577725,GN=rbcL,PE=3,SV=1,
tr|A8DP83|A8DP83_THAWE,1,1,0,0.014,Ribulose,bisphosphate,carboxylase,large,chain,(Fragment),OS=Thalassiosira,weissflogii,OX=1577725,GN=rbcL,PE=3,SV=1,
tr|A0A089VKF6|A0A089VKF6_THAWE,2,2,0,0.029,Photosystem,II,CP47,reaction,center,protein,OS=Thalassiosira,weissflogii,OX=1577725,GN=psbB,PE=3,SV=1,
tr|H9BE90|H9BE90_THAWE,1,1,0,0.019,Ribulose,bisphosphate,carboxylase,large,chain,(Fragment),OS=Thalassiosira,weissflogii,OX=1577725,GN=rbcL,PE=3,SV=1,
tr|C6FG05|C6FG05_THAWE,1,1,0,0.016,Ribulose,bisphosphate,carboxylase,large,chain,(Fragment),OS=Thalassiosira,weissflogii,OX=1577725,PE=3,SV=1,,
tr|A0A5J6DKU0|A0A5J6DKU0_THAWE,1,1,0,0.033,Ribulose,bisphosphate,carboxylase,large,chain,(Fragment),OS=Thalassiosira,weissflogii,OX=1577725,GN=rbcL,PE=3,SV=1,
tr|A0A089VIP5|A0A089VIP5_THAWE,4,7,0,0.076,Cytochrome,f,OS=Thalassiosira,weissflogii,OX=1577725,GN=petA,PE=4,SV=1,,,,,
tr|A0A089VKJ7|A0A089VKJ7_THAWE,1,2,0,0.059,Photosystem,I,subunit,III,OS=Thalassiosira,weissflogii,OX=1577725,GN=psaF,PE=4,SV=1,,,
tr|O96712|O96712_THAWE,1,1,0,0.062,Fucoxanthin,chlorophyll,a/c,binding,protein,(Fragment),OS=Thalassiosira,weissflogii,OX=1577725,GN=FCP,PE=4,SV=1,
sp|#CONTAM#CAS1_BOVIN|,1,1,0,0.028,,,,,,,,,,,,,
